1653,4613;2700,0708;2286,3146
1660,5882;2626,3478;2072,129
1638,5751;2225,3927;1843,7364
1636,9938;1922,542;1707,9705
1581,7152;1809,2646;1646,963
1581,7152;1921,9605;1633,2351
1581,7152;1921,9605;1597,7243
1581,7152;1832,4644;1606,618
1503,0488;1868,9668;1588,9632
1503,0488;1866,2414;1581,775
1503,0488;1756,431;1535,4145
1503,0488;1878,3436;1517,3303
1503,0488;1604,3174;1517,436
1503,0488;1591,2264;1505,4493
1503,0488;1677,8379;1525,7602
1503,0488;1762,4405;1510,7058
1431,0392;1950,8724;1510,5651
1431,0392;1584,9102;1501,5477
1431,0392;1677,7835;1476,3876
1431,0392;1842,0566;1450,2982
1431,0392;1503,0488;1432,7937
1431,0392;1431,0392;1431,0392
1431,0392;1673,5228;1444,2157
1431,0392;1431,0392;1431,0392
1431,0392;1578,0267;1433,9789
1385,3647;1723,4438;1440,7456
1336,7351;1905,552;1477,8502
1336,7351;1678,1936;1435,9171
1336,7351;1557,3073;1393,2051
1336,7351;1723,5304;1373,834
1336,7351;1595,7895;1350,5791
1336,7351;1451,4257;1345,9305
1336,7351;1336,7351;1336,7351
1336,7351;1336,7351;1336,7351
1336,7351;1512,7263;1340,2549
1336,7351;1955,5697;1437,3851
1336,7351;1829,2822;1360,4619
1336,7351;1708,3588;1366,8198
1336,7351;1785,3296;1357,5421
1336,7351;1336,7351;1336,7351
1336,7351;1441,2653;1343,0069
1336,7351;1383,8335;1337,6771
1336,7351;1455,7863;1341,4971
1336,7351;1928,877;1360,682
1336,7351;1583,261;1341,6656
1336,7351;1408,7448;1338,1753
1336,7351;1534,4182;1340,6888
1336,7351;1561,0223;1350,1923
1336,7351;1595,7895;1344,893
1336,7351;1486,6741;1346,5849
1336,7351;1694,1063;1386,2467
1336,7351;2000,7369;1361,891
1336,7351;1861,88;1356,5907
1294,017;1857,3902;1347,1267
1273,7532;1716,9058;1333,6831
1239,7399;1506,5773;1324,4468
1239,7399;1684,16;1347,9899
1237,6755;1534,0623;1278,5229
1204,7786;1673,5813;1330,6128
1204,7786;1658,1651;1305,1955
1200,8204;1524,9385;1304,0014
1204,7786;1611,9855;1322,4734
1204,7786;1439,7966;1244,8751
1204,7786;1322,287;1215,5693
1204,7786;1450,0665;1210,197
1204,7786;1339,7194;1210,6888
1204,7786;1400,0035;1213,2038
1204,7786;1662,0871;1229,3211
1204,7786;1589,6865;1233,1256
1204,7786;1579,1113;1221,7098
1204,7786;1482,839;1226,652
1204,7786;1331,2874;1211,1228
1204,7786;1527,5909;1224,1474
1204,7786;1494,6974;1251,4722
1204,7786;1576,4023;1240,2253
1203,4277;1204,7786;1204,7516
1203,4277;1388,2101;1221,7301
1203,4277;1237,6528;1205,0308
1203,4277;1398,6526;1219,2889
1203,4277;1381,7455;1215,8021
1203,4277;1776,4687;1238,9865
1203,4277;1338,2555;1206,1243
1201,6043;1679,7104;1253,856
1203,4277;1504,7998;1231,4121
1203,4277;1386,3619;1207,0864
1203,4277;1389,6823;1226,362
1203,4277;1523,3993;1246,9639
1203,4277;1605,0265;1218,0664
1203,4277;1520,7256;1213,2684
1203,4277;1738,747;1245,0385
1203,4277;1678,0023;1214,6491
1203,4277;1647,5766;1212,3107
1203,4277;1455,2302;1208,4638
1203,4277;1373,4052;1206,8273
1203,4277;1867,4295;1232,2304
1203,4277;1434,7254;1210,365
1180,4458;1286,53;1205,3729
1180,4458;1530,6349;1228,2917
1180,4458;1355,3266;1204,3688
1180,4458;1642,4111;1197,14
1180,4458;1689,7356;1191,0912
