1756,5525;2702,2627;2316,6412
1694,5969;2621,1942;2019,3451
1694,5969;2312,5404;1801,4355
1694,5969;2004,0235;1786,8446
1694,5969;1896;1737,7057
1581,7804;1889,2308;1698,651
1581,7804;2015,53;1728,3985
1581,7804;1875,3672;1651,7684
1581,7804;2036,4874;1628,4348
1581,7804;1916,1969;1624,3659
1581,7804;1831,4575;1624,1494
1581,7804;1812,6253;1586,3973
1581,7804;1815,8928;1586,4626
1525,4754;1704,9574;1588,2433
1525,4754;1849,9509;1628,7366
1477,5391;1816,2822;1569,0901
1477,5391;1793,646;1553,5885
1477,5391;1679,5681;1500,5331
1477,5391;1651,2195;1490,7424
1421,5318;1525,4754;1477,3777
1403,6836;1632,8983;1481,4151
1403,6836;1537,742;1446,4752
1312,8625;1492,913;1407,9787
1312,5927;1563,9381;1408,2725
1294,6595;1750,6697;1423,7517
1294,6595;1613,4555;1365,4129
1294,6595;1613,4555;1310,7129
1294,6595;1464,0664;1304,3588
1294,6595;1674,7251;1343,2962
1294,6595;1674,7251;1304,4359
1294,6595;1864,4874;1317,4527
1294,6595;1741,0041;1325,4075
1294,6595;1617,0127;1301,1066
1294,6595;1834,8249;1364,5875
1294,6595;1515,9424;1308,6321
1294,6595;1592,4268;1319,2759
1294,6595;1741,0041;1337,0443
1294,6595;1755,8042;1321,6069
1294,6595;1693,0772;1311,7946
1294,6595;1761,196;1315,6048
1294,6595;1876,4859;1311,5846
1294,6595;1720,959;1318,5553
1294,6595;1661,7637;1325,4378
1294,6595;1554,892;1299,8642
1294,6595;1620,4562;1316,999
1294,6595;1387,3142;1300,885
1294,6595;1576,1685;1322,8104
1294,6595;1579,1851;1304,7757
1294,6595;1834,8249;1413,4959
1294,6595;1987,6414;1319,1988
1233,0827;1602,997;1303,7413
1294,6595;1727,957;1308,3978
1274,564;1662,5419;1340,6202
1274,564;1408,9869;1299,5799
1274,564;1556,073;1292,3688
1274,564;1395,5581;1283,4313
1274,564;1648,9275;1304,2612
1274,564;1600,3607;1321,1373
1228,6704;1715,9999;1339,147
1228,6704;1700,8634;1276,069
1228,6704;1363,2226;1238,3343
1218,2384;1447,5071;1235,3167
1202,0789;1398,1016;1231,2646
1202,0789;1665,2767;1264,3281
1202,0789;1380,379;1214,1324
1202,0789;1824,5075;1224,3252
1202,0789;1361,3571;1205,2644
1202,0789;1618,6408;1213,0792
1202,0789;1605,6848;1219,592
1187,2913;1443,5919;1216,2837
1187,2913;1589,0939;1213,9803
1187,2913;1202,0789;1194,3893
1187,2913;1635,8731;1205,8261
1187,2913;1320,1476;1192,6055
1181,1486;1329,7883;1190,0184
1181,1486;1809,7199;1236,9746
1181,1486;1365,7973;1212,7739
1181,1486;1455,2561;1205,0653
1181,1486;1754,576;1197,6202
1181,1486;1750,9764;1245,8794
1181,1486;1683,7228;1263,3686
1181,1486;1517,3268;1220,1349
1181,1486;1517,3268;1193,6078
1181,1486;1612,1234;1199,6492
1181,1486;1847,222;1208,3355
1181,1486;1374,5196;1187,6834
1181,1486;1415,1639;1199,9036
1181,1486;1528,1407;1201,3671
1181,1486;1750,9764;1192,5451
1181,1486;1750,9764;1192,5451
1181,1486;1623,8866;1190,0033
1166,0558;1350,5554;1189,0738
1166,0558;1530,9899;1212,0575
1166,0558;1458,4296;1194,765
1166,0558;1181,1486;1168,7725
1137,865;1457,1566;1176,9304
1166,0558;1207,3955;1166,8826
1166,0558;1513,048;1179,2179
1166,0558;1735,4281;1208,1447
1166,0558;1324,1467;1169,2177
1166,0558;1386,6181;1179,6773
