1760,1562;2636,0499;2221,547
1760,1562;2526,9406;2073,7812
1760,1562;2349,4898;1889,965
1716,6866;2074,8836;1775,7086
1716,6866;2103,9296;1759,4451
1716,6866;1773,0439;1720,6797
1676,8504;1924,5108;1720,15
1654,0026;2104,9189;1733,5599
1622,5795;2150,9373;1700,5635
1622,5795;1834,2055;1666,5425
1622,5795;1716,6866;1653,2913
1622,5795;1877,8282;1653,4132
1622,5795;1715,3695;1629,463
1622,5795;1811,9075;1631,7242
1622,5795;1637,1072;1622,87
1622,5795;2129,5;1662,8848
1622,5795;2131,5956;1634,4542
1597,3751;1752,5927;1627,0712
1597,3751;1850,671;1638,2938
1597,3751;2017,328;1640,6058
1597,3751;1771,2371;1611,1564
1597,3751;1857,5936;1605,9366
1597,3751;1771,2371;1600,8523
1597,3751;1736,889;1608,4057
1580,8065;1797,8795;1610,286
1580,8065;1822,0414;1599,228
1388,0278;1781,8623;1590,3052
1298,9666;1827,5263;1572,6239
1277,8081;1773,859;1431,7093
1277,8081;1595,0428;1354,4813
1277,8081;1629,2569;1359,8456
1277,8081;1629,2569;1305,0573
1267,1194;1654,3843;1304,5791
1267,1194;1795,5541;1294,2425
1267,1194;1766,804;1308,2061
1259,9359;1625,807;1316,1975
1259,9359;1693,4194;1307,6014
1259,9359;1747,7083;1299,3949
1259,3207;1870,2029;1280,0982
1259,3207;1622,7101;1284,0499
1259,3207;1614,172;1286,8574
1259,3207;1300,2825;1261,1693
1259,3207;1296,2546;1263,8143
1259,3207;1696,9117;1299,1104
1259,3207;1458,9426;1283,0827
1259,3207;1458,9426;1285,0324
1259,3207;1713,4296;1301,9971
1259,3207;1713,4296;1272,3953
1259,3207;1259,3207;1259,3207
1259,3207;1534,4277;1281,3292
1259,3207;1457,8696;1273,252
1259,3207;1675,0366;1317,5209
1259,3207;1784,6829;1304,9997
1259,3207;1716,6434;1268,4671
1190,8505;1276,8318;1258,6517
1167,6049;1677,18;1285,282
1167,6049;1603,427;1287,3181
1167,6049;1577,5799;1234,3122
1167,6049;1446,0436;1207,3577
1167,6049;1530,2199;1187,8168
1167,6049;1421,0514;1188,3874
1167,6049;1321,85;1179,9445
1167,6049;1364,0345;1180,1131
1167,6049;1415,5043;1172,5629
1167,6049;1167,6049;1167,6049
1167,6049;1517,4768;1177,438
1167,6049;1361,6427;1185,2655
1167,6049;1388,3946;1172,0207
1163,6063;1226,4876;1168,7026
1163,6063;1167,6049;1166,8052
1163,6063;1334,2527;1176,1054
1163,6063;1687,6392;1191,8269
1163,6063;1545,7403;1206,3552
1163,6063;1416,77;1178,9777
1163,6063;1163,6063;1163,6063
1163,6063;1480,552;1171,816
1163,6063;1579,0058;1181,6419
1163,6063;1163,6063;1163,6063
1163,6063;1534,2876;1171,0199
1163,6063;1365,632;1167,6468
1163,6063;1239,2578;1168,1838
1163,6063;1380,4087;1177,3902
1163,6063;1661,9111;1219,294
1163,6063;1661,9111;1175,8103
1163,6063;1241,5027;1165,1642
1163,6063;1163,6063;1163,6063
1163,6063;1764,9219;1249,6798
1163,6063;1282,8798;1173,1482
1163,6063;1355,043;1167,435
1163,6063;1625,0015;1184,858
1163,6063;1656,9462;1178,2482
1163,6063;1643,4085;1187,8799
1163,6063;1581,4656;1184,2709
1163,6063;1422,6549;1168,7872
1163,6063;1499,2847;1171,461
1163,6063;1283,3845;1166,0018
1163,6063;1799,0868;1194,0727
1163,6063;1391,4437;1181,8333
1163,6063;1992,0137;1263,8702
1163,6063;1579,3222;1180,3491
1163,6063;1579,0058;1217,0582
